,ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_SEMANA_x,Tiempo_Supervivencia,ID,HORA,HH,DIA_SEMANA_y,TIPO_DE_CALLE,pos x,pos y,coordenada_x,coordenada_y,ACUSADO
104,2016-0132,2016-10-10,2016,10,10.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0,2016-10-10,Lunes,0 days,2016-0132,2:30:00,2.0,0.0,AVENIDA,-58.41036975,-34.62477021,104853.84131654,100497.93573387,PASAJEROS
105,2016-0133,2016-10-14,2016,10,14.0,CONDUCTOR,MOTO,MASCULINO,41.0,2016-10-25,Viernes,11 days,2016-0133,0:05:00,0.0,4.0,AVENIDA,-58.40204698,-34.5834269,105619.82089682,105083.85914124,AUTO
106,2016-0134,2016-10-23,2016,10,23.0,CONDUCTOR,MOTO,MASCULINO,25.0,2016-10-23,Domingo,0 days,2016-0134,5:00:00,5.0,6.0,AVENIDA,-58.48935287,-34.67648597,97612.37609226,94761.8126826,OBJETO FIJO
107,2016-0135,2016-10-24,2016,10,24.0,PEATON,PEATON,MASCULINO,29.0,2016-10-25,Lunes,1 days,2016-0135,5:00:00,5.0,0.0,AVENIDA,-58.42260225,-34.56403694,103734.76257993,107235.78328415,
108,2016-0136,2016-10-25,2016,10,25.0,CONDUCTOR,MOTO,,,,Martes,,,,,,,,,,,
109,2016-0137,2016-10-25,2016,10,25.0,CONDUCTOR,MOTO,MASCULINO,30.0,,Martes,,2016-0137,0:39:00,0.0,1.0,AVENIDA,-58.51537091,-34.59035925,95222.93546397,104315.24453153,MOTO
110,2016-0138,2016-10-27,2016,10,27.0,CICLISTA,BICICLETA,FEMENINO,33.0,,Jueves,,2016-0138,20:30:00,20.0,3.0,AVENIDA,-58.4590967,-34.55922742,100385.69739031,107770.0402807,CARGAS
111,2016-0139,2016-10-28,2016,10,28.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,35.0,,Viernes,,2016-0139,23:00:00,23.0,4.0,AVENIDA,-58.42008769,-34.56539579,103965.45958231,107084.94812768,MOTO
112,2016-0140,2016-10-31,2016,10,31.0,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,20.0,,Lunes,,2016-0140,2:58:00,2.0,0.0,AVENIDA,-58.45566399,-34.56147293,100700.71684791,107520.92282315,PASAJEROS
113,2016-0142,2016-11-05,2016,11,5.0,CONDUCTOR,MOTO,MASCULINO,46.0,2016-11-05,Sábado,0 days,2016-0142,23:30:00,23.0,5.0,AVENIDA,-58.37533517,-34.59276462,108069.68986814,104046.20018024,PASAJEROS
114,2016-0143,2016-11-06,2016,11,6.0,CONDUCTOR,MOTO,MASCULINO,35.0,,Domingo,,2016-0143,4:41:00,4.0,6.0,AVENIDA,-58.44451316,-34.68475866,101721.59002217,93844.25656649,
115,2016-0144,2016-11-07,2016,11,7.0,PEATON,PEATON,MASCULINO,83.0,,Lunes,,2016-0144,12:10:00,12.0,0.0,AVENIDA,-58.35975012,-34.63343907,109494.82838112,99532.69117874,PASAJEROS
116,2016-0145,2016-11-07,2016,11,7.0,CONDUCTOR,MOTO,MASCULINO,39.0,2016-11-07,Lunes,0 days,2016-0145,20:56:00,20.0,0.0,AVENIDA,-58.44523595,-34.55953855,101657.76119068,107735.39237736,AUTO
117,2016-0146,2016-11-09,2016,11,9.0,PEATON,PEATON,FEMENINO,29.0,,Miércoles,,2016-0146,20:00:00,20.0,2.0,AVENIDA,-58.39626094,-34.63036565,106147.25140863,99876.44981079,PASAJEROS
118,2016-0147,2016-11-16,2016,11,16.0,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55.0,2016-11-16,Miércoles,0 days,2016-0147,21:15:00,21.0,2.0,AVENIDA,-58.38896772,-34.61799615,106817.01972475,101248.18030272,PASAJEROS
119,2016-0148,2016-11-16,2016,11,16.0,CONDUCTOR,MOTO,MASCULINO,,,Miércoles,,2016-0148,22:20:00,22.0,2.0,AVENIDA,-58.46536113,-34.59484504,99810.88349598,103818.87868694,MOTO
120,2016-0150,2016-11-18,2016,11,18.0,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41.0,2016-11-18,Viernes,0 days,2016-0150,18:20:00,18.0,4.0,AVENIDA,-58.40879146,-34.65273216,104996.91619776,97395.92929535,CARGAS
121,2016-0151,2016-11-18,2016,11,18.0,PEATON,PEATON,,,,Viernes,,,,,,,,,,,
122,2016-0152,2016-11-23,2016,11,23.0,CONDUCTOR,MOTO,MASCULINO,42.0,2016-11-24,Miércoles,1 days,2016-0152,21:10:00,21.0,2.0,AVENIDA,-58.46451841,-34.64991946,99888.30162107,97709.2745206,AUTO
123,2016-0153,2016-11-25,2016,11,25.0,PEATON,PEATON,FEMENINO,83.0,2016-11-25,Viernes,0 days,2016-0153,15:42:00,15.0,4.0,AVENIDA,-58.4291709,-34.59485488,103130.82393478,103817.27945358,MOTO
124,2016-0154,2016-11-26,2016,11,26.0,CONDUCTOR,MOTO,MASCULINO,38.0,,Sábado,,2016-0154,14:14:00,14.0,5.0,GRAL PAZ,-58.49007772,-34.68251141,97546.12845734,94093.36420523,MOTO
125,2016-0155,2016-11-26,2016,11,26.0,PEATON,PEATON,FEMENINO,29.0,,Sábado,,2016-0155,16:50:00,16.0,5.0,CALLE,-58.52756365,-34.62772274,94107.02905618,100169.73297345,AUTO
126,2016-0156,2016-11-26,2016,11,26.0,CONDUCTOR,MOTO,MASCULINO,23.0,2016-11-30,Sábado,4 days,2016-0156,19:40:00,19.0,5.0,AVENIDA,-58.40638983,-34.61943202,105219.14271583,101089.92439911,PASAJEROS
127,2016-0157,2016-12-03,2016,12,3.0,CONDUCTOR,MOTO,MASCULINO,23.0,,Sábado,,2016-0157,6:40:00,6.0,5.0,AVENIDA,-58.47576807,-34.61740997,98856.51878317,101315.60184716,MOTO
128,2016-0159,2016-12-04,2016,12,4.0,CONDUCTOR,AUTO,MASCULINO,23.0,,Domingo,,2016-0159,7:21:00,7.0,6.0,AVENIDA,-58.44451316,-34.68475866,101721.59002217,93844.25656649,
129,2016-0160,2016-12-06,2016,12,6.0,CONDUCTOR,CARGAS,MASCULINO,29.0,2016-12-06,Martes,0 days,2016-0160,5:30:00,5.0,1.0,AUTOPISTA,-58.51927194,-34.63635787,94867.91408532,99212.26216105,OBJETO FIJO
130,2016-0161,2016-12-06,2016,12,6.0,PEATON,PEATON,MASCULINO,50.0,2016-12-06,Martes,0 days,2016-0161,7:22:00,7.0,1.0,AVENIDA,-58.42525456,-34.57866344,103490.75904616,105613.31878847,PASAJEROS
131,2016-0162,2016-12-07,2016,12,7.0,PEATON,PEATON,MASCULINO,38.0,2017-01-01,Miércoles,25 days,2016-0162,5:00:00,5.0,2.0,AVENIDA,-58.45396573,-34.58518167,100856.34310085,104890.83521057,AUTO
132,2016-0163,2016-12-10,2016,12,10.0,CONDUCTOR,MOTO,MASCULINO,23.0,,Sábado,,2016-0163,7:30:00,7.0,5.0,GRAL PAZ,-58.52340614,-34.59798754,94486.28631712,103468.59928582,AUTO
133,2016-0164,2016-12-11,2016,12,11.0,CONDUCTOR,AUTO,MASCULINO,29.0,,Domingo,,2016-0164,6:16:00,6.0,6.0,AVENIDA,-58.42323628,-34.64119105,103673.23003122,98676.84527702,AUTO
134,2016-0165,2016-12-12,2016,12,12.0,CICLISTA,BICICLETA,MASCULINO,37.0,,Lunes,,2016-0165,8:25:00,8.0,0.0,AVENIDA,-58.36926144,-34.62841919,108623.21898604,100090.41541188,PASAJEROS
135,2016-0168,2016-12-13,2016,12,13.0,CONDUCTOR,MOTO,MASCULINO,43.0,2016-12-13,Martes,0 days,2016-0168,10:40:00,10.0,1.0,AVENIDA,-58.42323628,-34.64119105,103673.23003122,98676.84527702,AUTO
136,2016-0169,2016-12-15,2016,12,15.0,CONDUCTOR,MOTO,MASCULINO,24.0,2016-12-16,Jueves,1 days,2016-0169,15:30:00,15.0,3.0,AVENIDA,-58.47935434,-34.55676497,98526.50846677,108043.08552265,PASAJEROS
137,2016-0170,2016-12-19,2016,12,19.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,2016-12-19,Lunes,0 days,2016-0170,17:10:00,17.0,0.0,GRAL PAZ,-58.50598256,-34.5637998,96082.96647324,107261.96873833,AUTO
138,2016-0171,2016-12-25,2016,12,25.0,CONDUCTOR,MOTO,,,,Domingo,,2016-0171,19:00:00,19.0,6.0,AUTOPISTA,-58.36607137,-34.62150748,108916.48040002,100856.88142642,MOTO
139,2016-0172,2016-12-26,2016,12,26.0,CONDUCTOR,MOTO,MASCULINO,38.0,2016-12-26,Lunes,0 days,2016-0172,8:00:00,8.0,0.0,AVENIDA,-58.41918902,-34.63174259,104044.75501725,99724.8469996,CARGAS
140,2016-0173,2016-12-26,2016,12,26.0,CONDUCTOR,MOTO,MASCULINO,35.0,,Lunes,,2016-0173,19:52:00,19.0,0.0,AVENIDA,-58.46749188,-34.63551751,99615.63172945,99306.93173343,CARGAS
141,2016-0174,2016-12-27,2016,12,27.0,,,,,,Martes,,,,,,,,,,,
142,2016-0175,2016-12-27,2016,12,27.0,PEATON,PEATON,FEMENINO,,,Martes,,2016-0175,8:15:00,8.0,1.0,CALLE,-58.46064174,-34.62960517,100243.74197213,99962.81893983,BICICLETA
143,2016-0176,2016-12-28,2016,12,28.0,CONDUCTOR,MOTO,MASCULINO,28.0,,Miércoles,,2016-0176,1:41:00,1.0,2.0,AVENIDA,-58.36956186,-34.61232875,108597.31948169,101875.41306445,PASAJEROS
144,2016-0177,2016-12-29,2016,12,29.0,PEATON,PEATON,FEMENINO,27.0,,Jueves,,2016-0177,4:00:00,4.0,3.0,CALLE,-58.40966671,-34.58788235,104920.46334566,104589.99681258,AUTO
145,2016-0178,2016-12-30,2016,12,30.0,PEATON,PEATON,FEMENINO,7.0,,Viernes,,2016-0178,16:18:00,16.0,4.0,CALLE,-58.40288226,-34.61544091,105541.07964363,101532.4865301,MULTIPLE
146,2017-0001,2017-01-02,2017,1,2.0,CONDUCTOR,MOTO,MASCULINO,18.0,2017-01-02,Lunes,0 days,2017-0001,1:00:00,1.0,0.0,AVENIDA,-58.4659423,-34.61028571,99757.62471161,102105.99371863,CARGAS
147,2017-0003,2017-01-05,2017,1,5.0,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33.0,2017-01-05,Jueves,0 days,2017-0003,3:10:00,3.0,3.0,AVENIDA,-58.38957669,-34.64410277,106759.07058844,98352.11326541,CARGAS
148,2017-0007,2017-01-11,2017,1,11.0,PEATON,PEATON,MASCULINO,48.0,2017-01-11,Miércoles,0 days,2017-0007,17:00:00,17.0,2.0,CALLE,-58.3816166,-34.61529543,107491.43483173,101547.26343171,MULTIPLE
149,2017-0008,2017-01-16,2017,1,16.0,CONDUCTOR,MOTO,MASCULINO,29.0,2017-01-16,Lunes,0 days,2017-0008,0:40:00,0.0,0.0,CALLE,-58.43917004,-34.58494351,102213.8013659,104917.03799721,PASAJEROS
150,2017-0009,2017-01-16,2017,1,16.0,CONDUCTOR,MOTO,MASCULINO,36.0,2017-01-16,Lunes,0 days,2017-0009,13:56:00,13.0,0.0,AUTOPISTA,-58.41595919,-34.62743346,104341.1368196,100202.74363294,CARGAS
151,2017-0010,2017-01-16,2017,1,16.0,CONDUCTOR,MOTO,MASCULINO,23.0,2017-01-16,Lunes,0 days,2017-0010,16:30:00,16.0,0.0,AVENIDA,-58.4356488,-34.62828656,102535.5741757,100108.76675064,AUTO
152,2017-0011,2017-01-22,2017,1,22.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29.0,2017-01-22,Domingo,0 days,2017-0011,2:30:00,2.0,6.0,GRAL PAZ,-58.5007381,-34.5497951,96563.66494817,108815.73881056,OBJETO FIJO
153,2017-0012,2017-01-24,2017,1,24.0,CONDUCTOR,MOTO,MASCULINO,30.0,2017-01-24,Martes,0 days,2017-0012,14:00:00,14.0,1.0,CALLE,-58.40969005,-34.6505529,104914.66823035,97637.72796868,CARGAS
154,2017-0013,2017-01-27,2017,1,27.0,PEATON,PEATON,MASCULINO,4.0,2017-01-27,Viernes,0 days,2017-0013,7:00:00,7.0,4.0,AVENIDA,-58.38972622,-34.65098981,106744.80812193,97588.11558612,CARGAS
155,2017-0014,2017-01-28,2017,1,28.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,2017-01-28,Sábado,0 days,2017-0014,8:27:34,8.0,5.0,AVENIDA,-58.49185972,-34.55046754,97378.59173196,108741.41437861,MULTIPLE
156,2017-0015,2017-02-02,2017,2,2.0,PEATON,PEATON,MASCULINO,82.0,2017-02-21,Jueves,19 days,2017-0015,15:18:03,15.0,3.0,AVENIDA,-58.39293417,-34.59963642,106454.66355436,103285.14730222,AUTO
157,2017-0016,2017-02-03,2017,2,3.0,CONDUCTOR,MOTO,MASCULINO,27.0,2017-02-04,Viernes,1 days,2017-0016,5:12:21,5.0,4.0,AUTOPISTA,-58.38099494,-34.62288231,107547.76713701,100705.5773866,CARGAS
158,2017-0017,2017-02-06,2017,2,6.0,CONDUCTOR,MOTO,MASCULINO,32.0,2017-02-06,Lunes,0 days,2017-0017,8:00:00,8.0,0.0,AVENIDA,-58.429012,-34.58095431,103145.91571023,105359.30690018,AUTO
159,2017-0018,2017-02-09,2017,2,9.0,CONDUCTOR,MOTO,MASCULINO,30.0,2017-02-09,Jueves,0 days,2017-0018,7:00:00,7.0,3.0,GRAL PAZ,-58.50877521,-34.66977709,95832.05571093,95505.41641999,AUTO
160,2017-0021,2017-02-18,2017,2,18.0,CONDUCTOR,MOTO,MASCULINO,43.0,2017-02-18,Sábado,0 days,2017-0021,5:30:00,5.0,5.0,CALLE,-58.38362373,-34.60509972,107308.24054153,102678.45528316,PASAJEROS
161,2017-0024,2017-02-23,2017,2,23.0,PEATON,PEATON,MASCULINO,39.0,2017-02-23,Jueves,0 days,2017-0024,20:50:00,20.0,3.0,AVENIDA,-58.46589308,-34.62955795,99762.20699423,99968.05446003,PASAJEROS
162,2017-0025,2017-02-24,2017,2,24.0,CONDUCTOR,MOTO,MASCULINO,23.0,2017-02-24,Viernes,0 days,2017-0025,17:05:00,17.0,4.0,AVENIDA,-58.43614426,-34.6542464,102489.38230491,97228.94942016,
163,2017-0026,2017-02-26,2017,2,26.0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,2017-02-26,Domingo,0 days,2017-0026,5:15:00,5.0,6.0,AVENIDA,-58.41842777,-34.64979057,104113.678065,97722.68219304,OBJETO FIJO
164,2017-0026,2017-02-26,2017,2,26.0,CONDUCTOR,AUTO,MASCULINO,19.0,2017-02-26,Domingo,0 days,2017-0026,5:15:00,5.0,6.0,AVENIDA,-58.41842777,-34.64979057,104113.678065,97722.68219304,OBJETO FIJO
165,2017-0027,2017-02-26,2017,2,26.0,PEATON,PEATON,MASCULINO,,2017-02-26,Domingo,0 days,2017-0027,21:57:00,21.0,6.0,AVENIDA,-58.38332245,-34.6319325,107333.53318866,99701.77552382,AUTO
166,2017-0028,2017-02-28,2017,2,28.0,PEATON,PEATON,MASCULINO,87.0,2017-02-28,Martes,0 days,2017-0028,9:20:00,9.0,1.0,AVENIDA,-58.45475488,-34.61196327,100783.70757056,101919.87125456,AUTO
167,2017-0029,2017-03-07,2017,3,7.0,,,MASCULINO,34.0,2017-03-07,Martes,0 days,2017-0029,2:15:00,2.0,1.0,CALLE,-58.48501341,-34.64742455,98009.35575364,97985.81952007,AUTO
168,2017-0030,2017-03-07,2017,3,7.0,CONDUCTOR,AUTO,FEMENINO,27.0,2017-03-07,Martes,0 days,2017-0030,8:00:00,8.0,1.0,AVENIDA,-58.47010988,-34.65872088,99375.77435905,96732.87189547,PASAJEROS
169,2017-0031,2017-03-11,2017,3,11.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70.0,2017-03-11,Sábado,0 days,2017-0031,1:30:00,1.0,5.0,CALLE,-58.4099756,-34.62873635,104889.75647602,100057.93817815,OBJETO FIJO
170,2017-0032,2017-03-12,2017,3,12.0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40.0,2017-03-12,Domingo,0 days,2017-0032,5:00:00,5.0,6.0,GRAL PAZ,-58.48892175,-34.68359163,97652.09135282,93973.55833508,AUTO
171,2017-0033,2017-03-12,2017,3,12.0,CONDUCTOR,AUTO,MASCULINO,28.0,2017-03-12,Domingo,0 days,2017-0033,7:30:00,7.0,6.0,GRAL PAZ,-58.52466448,-34.60325478,94371.21426086,102884.21739121,AUTO
172,2017-0034,2017-03-13,2017,3,13.0,PEATON,PEATON,MASCULINO,43.0,2017-03-13,Lunes,0 days,2017-0034,7:50:00,7.0,0.0,CALLE,-58.42554218,-34.57929036,103464.34360929,105543.78205193,AUTO
173,2017-0035,2017-03-23,2017,3,23.0,CONDUCTOR,AUTO,MASCULINO,28.0,2017-03-23,Jueves,0 days,2017-0035,5:00:00,5.0,3.0,AVENIDA,-58.35881506,-34.61113641,109583.11620052,102006.72069921,OBJETO FIJO
174,2017-0035,2017-03-23,2017,3,23.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32.0,2017-03-23,Jueves,0 days,2017-0035,5:00:00,5.0,3.0,AVENIDA,-58.35881506,-34.61113641,109583.11620052,102006.72069921,OBJETO FIJO
175,2017-0035,2017-03-23,2017,3,23.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0,2017-03-23,Jueves,0 days,2017-0035,5:00:00,5.0,3.0,AVENIDA,-58.35881506,-34.61113641,109583.11620052,102006.72069921,OBJETO FIJO
176,2017-0036,2017-03-29,2017,3,29.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,,2017-03-29,Miércoles,0 days,2017-0036,18:00:00,18.0,2.0,GRAL PAZ,-58.51452347,-34.58159762,95300.18060161,105287.23850698,PASAJEROS
177,2017-0036,2017-03-29,2017,3,29.0,CONDUCTOR,MOTO,MASCULINO,20.0,2017-03-29,Miércoles,0 days,2017-0036,18:00:00,18.0,2.0,GRAL PAZ,-58.51452347,-34.58159762,95300.18060161,105287.23850698,PASAJEROS
178,2017-0037,2017-03-31,2017,3,31.0,CONDUCTOR,MOTO,MASCULINO,41.0,2017-03-31,Viernes,0 days,2017-0037,3:00:00,3.0,4.0,AVENIDA,-58.38896772,-34.61799615,106817.01972475,101248.18030272,CARGAS
179,2017-0038,2017-04-01,2017,4,1.0,CONDUCTOR,MOTO,FEMENINO,40.0,2017-04-01,Sábado,0 days,2017-0038,19:00:00,19.0,5.0,AVENIDA,-58.44516857,-34.64363363,101662.32423755,98406.44885071,AUTO
180,2017-0040,2017-04-03,2017,4,3.0,CONDUCTOR,AUTO,MASCULINO,43.0,2017-04-03,Lunes,0 days,2017-0040,9:40:00,9.0,0.0,AVENIDA,-58.43834197,-34.54560369,102290.82648731,109281.08885461,MULTIPLE
181,2017-0041,2017-04-03,2017,4,3.0,CONDUCTOR,MOTO,MASCULINO,17.0,,Lunes,,2017-0041,23:15:00,23.0,0.0,CALLE,-58.45485084,-34.63531854,100774.70463767,99328.98632835,AUTO
182,2017-0042,2017-04-10,2017,4,10.0,CONDUCTOR,MOTO,MASCULINO,,2017-04-10,Lunes,0 days,,,,,,,,,,
183,2017-0045,2017-04-14,2017,4,14.0,CONDUCTOR,MOTO,MASCULINO,21.0,2017-04-14,Viernes,0 days,2017-0045,6:15:00,6.0,4.0,CALLE,-58.52449285,-34.62454175,94388.40460408,100522.78812728,OBJETO FIJO
184,2017-0047,2017-04-23,2017,4,23.0,CONDUCTOR,MOTO,MASCULINO,37.0,2017-04-23,Domingo,0 days,2017-0047,6:30:00,6.0,6.0,AVENIDA,-58.46713742,-34.6719879,99648.31069819,95261.11808541,AUTO
185,2017-0049,2017-04-27,2017,4,27.0,PEATON,PEATON,MASCULINO,22.0,2017-04-27,Jueves,0 days,2017-0049,18:16:00,18.0,3.0,AVENIDA,-58.43850413,-34.65554754,102273.01728657,97084.66236498,PASAJEROS
186,2017-0050,2017-04-28,2017,4,28.0,CONDUCTOR,MOTO,MASCULINO,46.0,2017-04-28,Viernes,0 days,,,,,,,,,,
187,2017-0050,2017-04-28,2017,4,28.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16.0,2017-04-28,Viernes,0 days,,,,,,,,,,
188,2017-0051,2017-05-01,2017,5,1.0,CONDUCTOR,AUTO,MASCULINO,33.0,2017-05-01,Lunes,0 days,,,,,,,,,,
189,2017-0052,2017-05-05,2017,5,5.0,PEATON,PEATON,FEMENINO,47.0,2017-05-05,Viernes,0 days,2017-0052,3:40:00,3.0,4.0,GRAL PAZ,-58.49413799,-34.68095739,97173.99360188,94265.65054023,CARGAS
190,2017-0053,2017-05-05,2017,5,5.0,CONDUCTOR,MOTO,MASCULINO,28.0,2017-05-05,Viernes,0 days,2017-0053,20:16:22,20.0,4.0,CALLE,-58.37547846,-34.65326075,108050.74089604,97335.15201103,CARGAS
191,2017-0054,2017-05-07,2017,5,7.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20.0,2017-05-07,Domingo,0 days,2017-0054,21:00:00,21.0,6.0,AVENIDA,-58.48680218,-34.58689719,97843.76024114,104700.29820723,AUTO
192,2017-0055,2017-05-09,2017,5,9.0,CONDUCTOR,AUTO,MASCULINO,32.0,2017-05-09,Martes,0 days,2017-0055,8:30:00,8.0,1.0,AVENIDA,-58.49563989,-34.57962262,97032.68537217,105507.05805581,AUTO
193,2017-0058,2017-05-09,2017,5,9.0,PEATON,PEATON,MASCULINO,80.0,2017-05-09,Martes,0 days,2017-0058,23:10:00,23.0,1.0,AVENIDA,-58.38403232,-34.5991594,107271.27725903,103337.46347012,MOTO
194,2017-0059,2017-05-11,2017,5,11.0,PEATON,PEATON,FEMENINO,39.0,2017-05-11,Jueves,0 days,2017-0059,9:24:00,9.0,3.0,CALLE,-58.38223382,-34.62693865,107433.79647713,100255.6831921,PASAJEROS
195,2017-0060,2017-05-13,2017,5,13.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30.0,2017-05-13,Sábado,0 days,2017-0060,7:20:00,7.0,5.0,AVENIDA,-58.45966521,-34.67323292,100333.14201607,95123.00813458,OBJETO FIJO
196,2017-0061,2017-05-15,2017,5,15.0,PEATON,PEATON,MASCULINO,47.0,2017-05-16,Lunes,1 days,2017-0061,13:29:30,13.0,0.0,AVENIDA,-58.39303911,-34.59871111,106445.10866138,103387.80115442,MOTO
197,2017-0062,2017-05-15,2017,5,15.0,CONDUCTOR,MOTO,MASCULINO,35.0,2017-05-15,Lunes,0 days,2017-0062,16:00:00,16.0,0.0,AVENIDA,-58.51262106,-34.63395999,95477.60201436,99478.59069542,CARGAS
198,2017-0063,2017-05-17,2017,5,17.0,PEATON,PEATON,FEMENINO,79.0,2017-05-17,Miércoles,0 days,2017-0063,10:13:00,10.0,2.0,AVENIDA,-58.38118367,-34.61646839,107531.03549571,101417.11038758,PASAJEROS
199,2017-0064,2017-05-20,2017,5,20.0,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61.0,2017-05-20,Sábado,0 days,2017-0064,5:00:00,5.0,5.0,CALLE,-58.37653284,-34.60582475,107958.58079244,102597.49225224,AUTO
200,2017-0065,2017-05-22,2017,5,22.0,CICLISTA,BICICLETA,MASCULINO,21.0,2017-05-22,Lunes,0 days,2017-0065,16:00:00,16.0,0.0,AVENIDA,-58.37709334,-34.64035082,107903.91828587,98767.43091425,CARGAS
201,2017-0066,2017-05-22,2017,5,22.0,PEATON,PEATON,MASCULINO,10.0,2017-05-22,Lunes,0 days,2017-0066,18:10:00,18.0,0.0,AVENIDA,-58.46002142,-34.60409469,100300.69930045,102792.78597597,PASAJEROS
202,2017-0067,2017-05-23,2017,5,23.0,CONDUCTOR,MOTO,MASCULINO,21.0,2017-05-23,Martes,0 days,2017-0067,2:45:00,2.0,1.0,AVENIDA,-58.4338197,-34.62801894,102703.30911569,100138.40769771,CARGAS
203,2017-0068,2017-05-27,2017,5,27.0,CONDUCTOR,MOTO,MASCULINO,32.0,2017-05-27,Sábado,0 days,2017-0068,19:50:00,19.0,5.0,AVENIDA,-58.43580656,-34.66437532,102520.03961549,96105.29592085,OBJETO FIJO
204,2017-0069,2017-05-29,2017,5,29.0,CONDUCTOR,MOTO,MASCULINO,39.0,2017-05-29,Lunes,0 days,2017-0069,14:15:00,14.0,2.0,GRAL PAZ,-58.52173071,-34.65997463,94644.00300729,96592.22735507,
205,2017-0070,2017-05-30,2017,5,30.0,PEATON,PEATON,MASCULINO,80.0,2017-05-31,Martes,1 days,2017-0070,13:20:00,13.0,1.0,CALLE,-58.50791763,-34.59804273,95907.08722675,103463.22327776,AUTO
206,2017-0072,2017-06-03,2017,6,3.0,CONDUCTOR,AUTO,MASCULINO,25.0,2017-06-03,Sábado,0 days,2017-0072,23:20:00,23.0,5.0,AVENIDA,-58.49175088,-34.58226957,97389.59663507,105213.53381695,AUTO
207,2017-0073,2017-06-04,2017,6,4.0,CONDUCTOR,MOTO,MASCULINO,19.0,2017-06-04,Domingo,0 days,2017-0073,9:00:00,9.0,6.0,AVENIDA,-58.40781467,-34.60425669,105089.38820014,102773.44772064,AUTO
208,2017-0074,2017-06-04,2017,6,4.0,,,MASCULINO,70.0,2017-06-04,Domingo,0 days,2017-0074,12:50:00,12.0,6.0,CALLE,-58.52567073,-34.63787791,94281.31244858,99043.29027489,
209,2017-0075,2017-06-12,2017,6,12.0,PEATON,PEATON,MASCULINO,55.0,2017-06-12,Lunes,0 days,2017-0075,22:38:00,22.0,0.0,AVENIDA,-58.381542,-34.60906385,107498.83241886,102238.54924157,MOTO
210,2017-0076,2017-06-13,2017,6,13.0,PEATON,PEATON,FEMENINO,30.0,2017-06-13,Martes,0 days,2017-0076,14:50:00,14.0,1.0,AVENIDA,-58.38526125,-34.5780581,107160.34141948,105678.38284277,CARGAS
211,2017-0077,2017-06-17,2017,6,17.0,CONDUCTOR,MOTO,FEMENINO,60.0,2017-06-18,Sábado,1 days,2017-0077,23:45:00,23.0,5.0,CALLE,-58.42934104,-34.58451712,103115.59520137,104964.08461543,CARGAS
212,2017-0079,2017-06-19,2017,6,19.0,CONDUCTOR,MOTO,MASCULINO,33.0,2017-06-19,Lunes,0 days,2017-0079,16:26:00,16.0,0.0,CALLE,-58.40657493,-34.61781124,105202.26736061,101269.73269565,CARGAS
213,2017-0080,2017-06-22,2017,6,22.0,PEATON,PEATON,FEMENINO,95.0,2017-06-22,Jueves,0 days,2017-0080,10:15:00,10.0,3.0,AVENIDA,-58.49525314,-34.64487785,97070.50716478,98268.08001276,CARGAS
214,2017-0082,2017-06-25,2017,6,25.0,PEATON,PEATON,MASCULINO,36.0,2017-06-25,Domingo,0 days,2017-0082,22:40:00,22.0,6.0,AVENIDA,-58.39092851,-34.62932696,106636.30041967,99991.34072603,AUTO
215,2017-0083,2017-07-04,2017,7,4.0,CONDUCTOR,MOTO,MASCULINO,37.0,2017-07-04,Martes,0 days,2017-0083,0:25:00,0.0,1.0,AVENIDA,-58.49603546,-34.64564271,96998.81124177,98183.20743664,CARGAS
216,2017-0084,2017-07-05,2017,7,5.0,PEATON,PEATON,FEMENINO,73.0,2017-07-05,Miércoles,0 days,2017-0084,12:49:00,12.0,2.0,AVENIDA,-58.38502878,-34.58703485,107180.90591568,104682.5494516,PASAJEROS
217,2017-0085,2017-07-07,2017,7,7.0,PEATON,PEATON,MASCULINO,84.0,2017-07-07,Viernes,0 days,2017-0085,14:15:00,14.0,4.0,AVENIDA,-58.37261143,-34.63150425,108315.72323297,99748.4578396,PASAJEROS
