,ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_SEMANA_x,Tiempo_Supervivencia,ID,HORA,HH,DIA_SEMANA_y,TIPO_DE_CALLE,pos x,pos y,coordenada_x,coordenada_y,ACUSADO
218,2017-0086,2017-07-09,2017,7,9.0,PEATON,PEATON,FEMENINO,30.0,2017-07-09,Domingo,0 days,2017-0086,7:30:00,7.0,6.0,AVENIDA,-58.51876802,-34.63905965,94914.28538682,98912.56901137,MOTO
219,2017-0087,2017-07-10,2017,7,10.0,PEATON,PEATON,FEMENINO,73.0,2017-07-10,Lunes,0 days,2017-0087,10:45:00,10.0,0.0,CALLE,-58.41095567,-34.61516101,104800.65774098,101563.94663965,AUTO
220,2017-0088,2017-07-10,2017,7,10.0,PEATON,PEATON,MASCULINO,43.0,2017-07-10,Lunes,0 days,2017-0088,22:30:00,22.0,0.0,AVENIDA,-58.36797542,-34.62519403,108741.4823867,100448.08502809,PASAJEROS
221,2017-0089,2017-07-13,2017,7,13.0,,,MASCULINO,23.0,,Jueves,,2017-0089,12:05:00,12.0,3.0,CALLE,-58.51514709,-34.64787051,95246.7868401,97935.32361317,AUTO
222,2017-0090,2017-07-15,2017,7,15.0,PEATON,PEATON,MASCULINO,22.0,2017-07-15,Sábado,0 days,2017-0090,5:15:00,5.0,5.0,GRAL PAZ,-58.51925642,-34.59171721,94866.55993974,104164.40879727,AUTO
223,2017-0091,2017-07-15,2017,7,15.0,CONDUCTOR,MOTO,MASCULINO,58.0,2017-07-15,Sábado,0 days,2017-0091,13:00:00,13.0,5.0,GRAL PAZ,-58.48671535,-34.54321216,97850.5741709,109546.39428377,
224,2017-0092,2017-07-24,2017,7,24.0,PEATON,PEATON,MASCULINO,66.0,2017-07-24,Lunes,0 days,2017-0092,22:16:01,22.0,0.0,AUTOPISTA,-58.38268809,-34.62282019,107392.50226602,100712.59265582,AUTO
225,2017-0093,2017-07-25,2017,7,25.0,PEATON,PEATON,MASCULINO,,2017-07-25,Martes,0 days,2017-0093,16:48:40,16.0,1.0,AUTOPISTA,-58.43633522,-34.54966288,102474.90818824,108830.74789029,AUTO
226,2017-0094,2017-07-27,2017,7,27.0,CICLISTA,BICICLETA,FEMENINO,56.0,2017-07-27,Jueves,0 days,2017-0094,8:50:00,8.0,3.0,CALLE,-58.52640838,-34.61765855,94212.26181299,101286.25735606,CARGAS
227,2017-0095,2017-08-06,2017,8,6.0,CONDUCTOR,MOTO,MASCULINO,36.0,2017-08-06,Domingo,0 days,2017-0095,8:00:00,8.0,6.0,AVENIDA,-58.41894306,-34.59778875,104068.94257873,103491.45652529,AUTO
228,2017-0096,2017-08-07,2017,8,7.0,PEATON,PEATON,MASCULINO,87.0,2017-08-07,Lunes,0 days,2017-0096,19:50:00,19.0,0.0,AVENIDA,-58.46756026,-34.54972741,99608.90354249,108823.89449537,PASAJEROS
229,2017-0098,2017-08-08,2017,8,8.0,PEATON,PEATON,FEMENINO,61.0,2017-08-08,Martes,0 days,2017-0098,12:10:00,12.0,1.0,CALLE,-58.45715752,-34.63132912,100563.22594607,99771.56223988,AUTO
230,2017-0099,2017-08-17,2017,8,17.0,CICLISTA,BICICLETA,MASCULINO,28.0,2017-08-17,Jueves,0 days,2017-0099,19:45:00,19.0,3.0,AVENIDA,-58.42406784,-34.56213916,103600.34605991,107446.36084135,AUTO
231,2017-0100,2017-08-21,2017,8,21.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16.0,2017-08-21,Lunes,0 days,2017-0100,7:45:00,7.0,0.0,CALLE,-58.3967447,-34.61512051,106103.99852157,101567.67895783,OBJETO FIJO
232,2017-0101,2017-08-23,2017,8,23.0,PEATON,PEATON,FEMENINO,61.0,2017-08-23,Miércoles,0 days,2017-0101,10:00:00,10.0,2.0,AVENIDA,-58.44537508,-34.57084818,101644.77699748,106480.78805418,MULTIPLE
233,2017-0102,2017-08-24,2017,8,24.0,PEATON,PEATON,MASCULINO,46.0,2017-08-24,Jueves,0 days,2017-0102,1:10:00,1.0,3.0,AVENIDA,-58.40056767,-34.6510708,105750.92237188,97579.79677541,CARGAS
234,2017-0104,2017-08-25,2017,8,25.0,PEATON,PEATON,FEMENINO,18.0,2017-08-25,Viernes,0 days,2017-0104,9:00:00,9.0,4.0,AVENIDA,-58.38109568,-34.61853244,107538.91933237,101188.13128502,CARGAS
235,2017-0106,2017-08-31,2017,8,31.0,PEATON,PEATON,FEMENINO,85.0,2017-08-31,Jueves,0 days,2017-0106,19:50:00,19.0,3.0,CALLE,-58.42533612,-34.58035258,103483.20578848,105425.94020024,PASAJEROS
236,2017-0107,2017-09-01,2017,9,1.0,CONDUCTOR,MOTO,MASCULINO,41.0,2017-09-01,Viernes,0 days,2017-0107,11:30:00,11.0,4.0,AVENIDA,-58.46062311,-34.54395182,100245.64635241,109464.60244956,CARGAS
237,2017-0108,2017-09-02,2017,9,2.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17.0,2017-09-02,Sábado,0 days,2017-0108,4:53:08,4.0,5.0,GRAL PAZ,-58.49491054,-34.54795581,97098.48468623,109019.96106626,AUTO
238,2017-0108,2017-09-02,2017,9,2.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10.0,2017-09-02,Sábado,0 days,2017-0108,4:53:08,4.0,5.0,GRAL PAZ,-58.49491054,-34.54795581,97098.48468623,109019.96106626,AUTO
239,2017-0109,2017-09-04,2017,9,4.0,CONDUCTOR,MOTO,MASCULINO,21.0,2017-09-05,Lunes,1 days,2017-0109,21:00:00,21.0,0.0,AVENIDA,-58.47130269,-34.63665402,99266.22533505,99180.83096967,AUTO
240,2017-0110,2017-09-06,2017,9,6.0,PEATON,PEATON,MASCULINO,56.0,2017-09-07,Miércoles,1 days,2017-0110,14:15:00,14.0,2.0,AVENIDA,-58.370488,-34.60189492,108513.43549456,103032.95078343,PASAJEROS
241,2017-0111,2017-09-07,2017,9,7.0,PEATON,PEATON,FEMENINO,79.0,2017-09-07,Jueves,0 days,2017-0111,18:23:37,18.0,3.0,CALLE,-58.42023854,-34.6423411,103948.02389064,98549.15451723,CARGAS
242,2017-0112,2017-09-10,2017,9,10.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1.0,,Domingo,,2017-0112,9:32:17,9.0,6.0,AUTOPISTA,-58.45807401,-34.6399743,100479.14412395,98812.5225862,OBJETO FIJO
243,2017-0112,2017-09-10,2017,9,10.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,,2017-09-13,Domingo,3 days,2017-0112,9:32:17,9.0,6.0,AUTOPISTA,-58.45807401,-34.6399743,100479.14412395,98812.5225862,OBJETO FIJO
244,2017-0113,2017-09-11,2017,9,11.0,PEATON,PEATON,FEMENINO,76.0,2017-09-11,Lunes,0 days,2017-0113,6:30:00,6.0,0.0,AVENIDA,-58.37697717,-34.59573848,107918.7761742,103716.42961253,PASAJEROS
245,2017-0114,2017-09-15,2017,9,15.0,CONDUCTOR,AUTO,MASCULINO,26.0,2017-09-15,Viernes,0 days,2017-0114,2:30:00,2.0,4.0,AVENIDA,-58.3910058,-34.5849866,106632.70892338,104910.17381357,OBJETO FIJO
246,2017-0115,2017-09-19,2017,9,19.0,CONDUCTOR,MOTO,MASCULINO,34.0,,Martes,,2017-0115,18:52:33,18.0,1.0,AVENIDA,-58.42182126,-34.63089661,103803.4286964,99818.79654291,BICICLETA
247,2017-0116,2017-09-20,2017,9,20.0,CONDUCTOR,MOTO,MASCULINO,22.0,2017-09-20,Miércoles,0 days,2017-0116,22:24:00,22.0,2.0,GRAL PAZ,-58.51389422,-34.58075791,95357.867442,105380.41895972,OBJETO FIJO
248,2017-0118,2017-09-22,2017,9,22.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,2017-09-29,Viernes,7 days,2017-0118,7:02:09,7.0,4.0,AVENIDA,-58.37585415,-34.65232158,108016.39016447,97439.36817481,AUTO
249,2017-0120,2017-10-02,2017,10,2.0,CONDUCTOR,MOTO,MASCULINO,20.0,2017-10-02,Lunes,0 days,2017-0120,15:55:33,15.0,0.0,AUTOPISTA,-58.47297505,-34.66245085,99113.17852207,96319.0672852,CARGAS
250,2017-0123,2017-10-10,2017,10,10.0,PEATON,PEATON,FEMENINO,36.0,2017-10-10,Martes,0 days,2017-0123,1:05:38,1.0,1.0,AVENIDA,-58.46855503,-34.67216349,99518.38660571,95241.63338177,AUTO
251,2017-0124,2017-10-12,2017,10,12.0,CONDUCTOR,MOTO,MASCULINO,51.0,2017-10-12,Jueves,0 days,2017-0124,14:40:28,14.0,3.0,CALLE,-58.44254033,-34.59185043,101904.43474476,104150.89892205,PASAJEROS
252,2017-0125,2017-10-13,2017,10,13.0,CONDUCTOR,MOTO,MASCULINO,29.0,2017-10-13,Viernes,0 days,2017-0125,6:12:20,6.0,4.0,AVENIDA,-58.46622247,-34.67926929,99732.1947866,94453.36361177,OBJETO FIJO
253,2017-0126,2017-10-14,2017,10,14.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39.0,,Sábado,,2017-0126,6:15:00,6.0,5.0,AVENIDA,-58.48003734,-34.68148508,98466.20276785,94207.42419155,OBJETO FIJO
254,2017-0126,2017-10-14,2017,10,14.0,CONDUCTOR,AUTO,MASCULINO,36.0,2017-10-14,Sábado,0 days,2017-0126,6:15:00,6.0,5.0,AVENIDA,-58.48003734,-34.68148508,98466.20276785,94207.42419155,OBJETO FIJO
255,2017-0127,2017-10-16,2017,10,16.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24.0,2017-10-16,Lunes,0 days,2017-0127,7:45:00,7.0,0.0,AVENIDA,-58.41192137,-34.59800248,104713.04838502,103467.44528033,MOTO
256,2017-0128,2017-10-17,2017,10,17.0,PEATON,PEATON,FEMENINO,60.0,2017-10-17,Martes,0 days,2017-0128,12:30:00,12.0,1.0,CALLE,-58.44034689,-34.61349731,102105.12699179,101749.49668435,PASAJEROS
257,2017-0129,2017-10-26,2017,10,26.0,CONDUCTOR,MOTO,MASCULINO,57.0,2017-10-26,Jueves,0 days,2017-0129,19:15:15,19.0,3.0,AUTOPISTA,-58.47155277,-34.64925746,99243.41866587,97782.67879316,PASAJEROS
258,2017-0130,2017-10-27,2017,10,27.0,CONDUCTOR,AUTO,MASCULINO,23.0,2017-10-27,Viernes,0 days,2017-0130,5:30:00,5.0,4.0,AVENIDA,-58.47883099,-34.59967065,98575.30034704,103283.44421792,CARGAS
259,2017-0132,2017-10-30,2017,10,30.0,CONDUCTOR,MOTO,MASCULINO,23.0,2017-10-30,Lunes,0 days,2017-0132,14:00:00,14.0,0.0,AVENIDA,-58.46552171,-34.6937413,99796.45945783,92847.91633262,PASAJEROS
260,2017-0134,2017-11-06,2017,11,6.0,PEATON,PEATON,FEMENINO,47.0,2017-11-06,Lunes,0 days,2017-0134,18:00:00,18.0,0.0,AVENIDA,-58.4423972,-34.66777987,101915.86954232,95727.75538814,PASAJEROS
261,2017-0135,2017-11-07,2017,11,7.0,CONDUCTOR,MOTO,MASCULINO,24.0,2017-11-07,Martes,0 days,2017-0135,12:14:10,12.0,1.0,AVENIDA,-58.47032551,-34.59626814,99355.48397222,103660.98712619,CARGAS
262,2017-0136,2017-11-16,2017,11,16.0,PEATON,PEATON,MASCULINO,55.0,2017-11-16,Jueves,0 days,2017-0136,8:43:00,8.0,3.0,AVENIDA,-58.41827843,-34.65522746,104127.10295709,97119.53980201,PASAJEROS
263,2017-0137,2017-11-17,2017,11,17.0,PEATON,PEATON,FEMENINO,60.0,2017-11-17,Viernes,0 days,2017-0137,11:45:00,11.0,4.0,AVENIDA,-58.51280715,-34.59279388,95458.27090734,104045.28333021,CARGAS
264,2017-0138,2017-11-19,2017,11,19.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,2017-11-19,Domingo,0 days,2017-0138,10:30:00,10.0,6.0,AVENIDA,-58.46258582,-34.64385704,100065.47249269,98381.80497378,OBJETO FIJO
265,2017-0139,2017-11-19,2017,11,19.0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15.0,2017-11-19,Domingo,0 days,2017-0139,22:30:00,22.0,6.0,AVENIDA,-58.45064148,-34.68003614,101160.07257435,94368.23344193,OBJETO FIJO
266,2017-0140,2017-11-19,2017,11,19.0,CONDUCTOR,MOTO,MASCULINO,24.0,2017-11-19,Domingo,0 days,,,,,,,,,,
267,2017-0141,2017-11-23,2017,11,23.0,PEATON,PEATON,FEMENINO,22.0,2017-11-23,Jueves,0 days,2017-0141,19:45:00,19.0,3.0,AVENIDA,-58.42717783,-34.62513374,103312.47684665,100458.27902411,PASAJEROS
268,2017-0143,2017-11-25,2017,11,25.0,CONDUCTOR,AUTO,MASCULINO,50.0,2017-11-25,Sábado,0 days,2017-0143,21:45:00,21.0,5.0,CALLE,-58.46442001,-34.60724519,99897.24182072,102443.29154512,PASAJEROS
269,2017-0144,2017-11-26,2017,11,26.0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50.0,2017-11-26,Domingo,0 days,2017-0144,6:45:00,6.0,6.0,GRAL PAZ,-58.47064556,-34.69843756,99327.01838497,92326.91130631,OBJETO FIJO
270,2017-0145,2017-11-26,2017,11,26.0,CONDUCTOR,MOTO,MASCULINO,58.0,2017-11-26,Domingo,0 days,2017-0145,17:05:00,17.0,6.0,CALLE,-58.41677733,-34.61223119,104266.88124229,101889.22080612,AUTO
271,2017-0147,2017-11-28,2017,11,28.0,CONDUCTOR,MOTO,MASCULINO,49.0,2017-11-28,Martes,0 days,2017-0147,11:15:00,11.0,1.0,GRAL PAZ,-58.5025179,-34.67450313,96405.76679348,94981.38013791,AUTO
272,2017-0148,2017-11-29,2017,11,29.0,PEATON,PEATON,FEMENINO,82.0,2017-11-29,Miércoles,0 days,2017-0148,10:45:00,10.0,2.0,AVENIDA,-58.40708125,-34.62438894,105155.42991407,100540.06938064,PASAJEROS
273,2017-0149,2017-11-30,2017,11,30.0,PEATON,PEATON,MASCULINO,13.0,2017-11-30,Jueves,0 days,2017-0149,12:20:00,12.0,3.0,AVENIDA,-58.36947198,-34.61477051,108605.31247489,101604.5319553,PASAJEROS
274,2017-0150,2017-12-04,2017,12,4.0,PEATON,PEATON,MASCULINO,56.0,2017-12-04,Lunes,0 days,2017-0150,1:15:00,1.0,0.0,AVENIDA,-58.51140889,-34.63934531,95589.03838155,98881.22999034,AUTO
275,2017-0151,2017-12-04,2017,12,4.0,PEATON,PEATON,MASCULINO,,2017-12-04,Lunes,0 days,2017-0151,2:15:00,2.0,0.0,CALLE,-58.37460912,-34.65559133,108130.20782757,97076.54120716,PASAJEROS
276,2017-0152,2017-12-06,2017,12,6.0,CICLISTA,BICICLETA,MASCULINO,19.0,2017-12-06,Miércoles,0 days,2017-0152,17:30:00,17.0,2.0,CALLE,-58.41146277,-34.65073916,104752.14395609,97617.1493454,PASAJEROS
277,2017-0153,2017-12-11,2017,12,11.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,,2017-12-12,Lunes,1 days,2017-0153,2:00:00,2.0,0.0,AVENIDA,-58.42855267,-34.61829385,103186.65733155,101217.09689755,PASAJEROS
278,2017-0153,2017-12-11,2017,12,11.0,CONDUCTOR,MOTO,MASCULINO,30.0,2017-12-12,Lunes,1 days,2017-0153,2:00:00,2.0,0.0,AVENIDA,-58.42855267,-34.61829385,103186.65733155,101217.09689755,PASAJEROS
279,2017-0154,2017-12-11,2017,12,11.0,PEATON,PEATON,MASCULINO,76.0,2017-12-11,Lunes,0 days,2017-0154,9:15:00,9.0,0.0,AVENIDA,-58.39035581,-34.63412287,106688.43418876,99459.27505947,PASAJEROS
280,2017-0155,2017-12-12,2017,12,12.0,,,MASCULINO,77.0,,Martes,,2017-0155,21:25:41,21.0,1.0,AVENIDA,-58.45593915,-34.62656868,100674.981092,100299.64949548,MOTO
281,2017-0157,2017-12-17,2017,12,17.0,CONDUCTOR,AUTO,MASCULINO,53.0,2017-12-17,Domingo,0 days,2017-0157,9:02:00,9.0,6.0,GRAL PAZ,-58.52866211,-34.64597065,94007.62506099,98145.35456663,PASAJEROS
282,2017-0158,2017-12-18,2017,12,18.0,CONDUCTOR,MOTO,MASCULINO,32.0,2017-12-18,Lunes,0 days,2017-0158,21:30:00,21.0,0.0,GRAL PAZ,-58.52037476,-34.59407024,94764.11350214,103903.32150283,AUTO
283,2017-0159,2017-12-20,2017,12,20.0,CONDUCTOR,MOTO,MASCULINO,27.0,2017-12-20,Miércoles,0 days,2017-0159,4:31:27,4.0,2.0,AVENIDA,-58.38896772,-34.61799615,106817.01972475,101248.18030272,AUTO
284,2017-0160,2017-12-22,2017,12,22.0,PEATON,PEATON,FEMENINO,30.0,2017-12-22,Viernes,0 days,2017-0160,13:15:00,13.0,4.0,AVENIDA,-58.47074114,-34.62771756,99317.63492514,100172.1911401,MOTO
285,2017-0161,2017-12-26,2017,12,26.0,PEATON,PEATON,FEMENINO,30.0,2017-12-26,Martes,0 days,2017-0161,15:30:00,15.0,1.0,AVENIDA,-58.48200819,-34.65969965,98285.13000363,96624.14779705,AUTO
286,2018-0001,2018-01-01,2018,1,1.0,PEATON,PEATON,MASCULINO,83.0,2018-01-02,Lunes,1 days,2018-0001,22:50:00,22.0,0.0,AVENIDA,-58.39536773,-34.62297346,106229.70400707,100696.43939679,MOTO
287,2018-0002,2018-01-03,2018,1,3.0,CICLISTA,BICICLETA,FEMENINO,26.0,2018-01-03,Miércoles,0 days,2018-0002,16:40:00,16.0,2.0,CALLE,-58.37456088,-34.61895467,108138.18410245,101140.7882135,PASAJEROS
288,2018-0003,2018-01-05,2018,1,5.0,PEATON,PEATON,FEMENINO,58.0,2018-01-05,Viernes,0 days,2018-0003,10:12:00,10.0,4.0,AVENIDA,-58.44860217,-34.60395657,101348.1397245,102808.02053976,MULTIPLE
289,2018-0004,2018-01-09,2018,1,9.0,CONDUCTOR,MOTO,MASCULINO,39.0,2018-01-09,Martes,0 days,2018-0004,09:40:00,9.0,1.0,AVENIDA,-58.46129513,-34.54332766,100183.96103971,109533.84269558,MULTIPLE
290,2018-0005,2018-01-09,2018,1,9.0,PEATON,PEATON,MASCULINO,54.0,2018-01-09,Martes,0 days,2018-0005,22:30:00,22.0,1.0,AVENIDA,-58.36907201,-34.61953517,108641.50518777,101075.93727953,PASAJEROS
291,2018-0006,2018-01-10,2018,1,10.0,CICLISTA,BICICLETA,FEMENINO,45.0,2018-01-10,Miércoles,0 days,2018-0006,21:15:00,21.0,2.0,CALLE,-58.44062219,-34.62499107,102079.59903748,100474.45881577,PASAJEROS
292,2018-0007,2018-01-11,2018,1,11.0,CONDUCTOR,AUTO,MASCULINO,46.0,2018-01-11,Jueves,0 days,2018-0007,02:30:00,2.0,3.0,AUTOPISTA,-58.52502765,-34.63601265,94340.14761734,99250.24722124,AUTO
293,2018-0008,2018-01-12,2018,1,12.0,CONDUCTOR,MOTO,FEMENINO,32.0,2018-01-12,Viernes,0 days,2018-0008,17:50:00,17.0,4.0,AVENIDA,-58.36659655,-34.61687778,108868.8074943,101370.51785663,CARGAS
294,2018-0009,2018-01-14,2018,1,14.0,CONDUCTOR,MOTO,MASCULINO,19.0,2018-01-14,Domingo,0 days,2018-0009,2:00:00,2.0,6.0,AVENIDA,-58.36737389,-34.62763661,108796.38792642,100177.06810505,MOTO
295,2018-0010,2018-01-18,2018,1,18.0,CONDUCTOR,MOTO,MASCULINO,40.0,2018-01-18,Jueves,0 days,2018-0010,5:10:00,5.0,3.0,CALLE,-58.49807953,-34.63038658,96810.81688812,99875.56613013,CARGAS
296,2018-0011,2018-01-19,2018,1,19.0,PEATON,PEATON,MASCULINO,84.0,2018-01-19,Viernes,0 days,2018-0011,10:30:00,10.0,4.0,AVENIDA,-58.39092703,-34.59088447,106639.47032605,104255.89970551,PASAJEROS
297,2018-0012,2018-01-26,2018,1,26.0,CONDUCTOR,MOTO,MASCULINO,20.0,2018-01-26,Viernes,0 days,2018-0012,13:30:00,13.0,4.0,CALLE,-58.46912006,-34.68049201,99466.65991849,94317.70888094,PASAJEROS
298,2018-0013,2018-01-28,2018,1,28.0,CONDUCTOR,MOTO,MASCULINO,44.0,2018-01-28,Domingo,0 days,2018-0013,08:15:00,8.0,6.0,AVENIDA,-58.48661286,-34.56786129,97860.62977748,106812.00802724,AUTO
299,2018-0014,2018-01-31,2018,1,31.0,PEATON,PEATON,MASCULINO,,2018-02-04,Miércoles,4 days,2018-0014,20:00:00,20.0,2.0,AVENIDA,-58.44074927,-34.65080597,102067.32140821,97610.71255013,MOTO
300,2018-0015,2018-02-06,2018,2,6.0,CONDUCTOR,MOTO,MASCULINO,28.0,2018-02-06,Martes,0 days,2018-0015,01:00:00,1.0,1.0,AVENIDA,-58.38636298,-34.64684275,107053.47849253,98047.93724144,PASAJEROS
301,2018-0015,2018-02-06,2018,2,6.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19.0,2018-02-06,Martes,0 days,2018-0015,01:00:00,1.0,1.0,AVENIDA,-58.38636298,-34.64684275,107053.47849253,98047.93724144,PASAJEROS
302,2018-0016,2018-02-15,2018,2,15.0,CONDUCTOR,MOTO,MASCULINO,31.0,2018-02-15,Jueves,0 days,2018-0016,10:15:00,10.0,3.0,AVENIDA,-58.37533517,-34.59276462,108069.68986814,104046.20018024,CARGAS
303,2018-0017,2018-02-17,2018,2,17.0,PEATON,PEATON,MASCULINO,35.0,2018-02-20,Sábado,3 days,2018-0017,04:15:00,4.0,5.0,AVENIDA,-58.46963952,-34.63070603,99418.67591727,99840.67619219,AUTO
304,2018-0018,2018-02-17,2018,2,17.0,CONDUCTOR,MOTO,MASCULINO,26.0,2018-02-17,Sábado,0 days,2018-0018,07:15:00,7.0,5.0,CALLE,-58.37207554,-34.64543658,108363.47256437,98202.84498754,CARGAS
305,2018-0019,2018-02-17,2018,2,17.0,PEATON,PEATON,FEMENINO,80.0,2018-02-17,Sábado,0 days,2018-0019,12:30:00,12.0,5.0,AVENIDA,-58.39189441,-34.59176378,106550.65433457,104158.41702434,PASAJEROS
306,2018-0020,2018-02-19,2018,2,19.0,CONDUCTOR,MOTO,MASCULINO,26.0,2018-02-19,Lunes,0 days,2018-0020,22:00:00,22.0,0.0,AUTOPISTA,-58.45012957,-34.66518343,101207.19032483,96015.90575056,CARGAS
307,2018-0021,2018-02-22,2018,2,22.0,PEATON,PEATON,FEMENINO,62.0,2018-02-22,Jueves,0 days,2018-0021,10:45:00,10.0,3.0,AVENIDA,-58.40184094,-34.64546845,105634.57202683,98201.36000813,PASAJEROS
308,2018-0022,2018-02-24,2018,2,24.0,CONDUCTOR,MOTO,MASCULINO,28.0,2018-02-24,Sábado,0 days,2018-0022,00:00:00,0.0,5.0,AVENIDA,-58.37441153,-34.63966783,108149.86840397,98842.98534187,CARGAS
309,2018-0023,2018-02-24,2018,2,24.0,CONDUCTOR,MOTO,MASCULINO,28.0,2018-02-24,Sábado,0 days,2018-0023,06:00:00,6.0,5.0,CALLE,-58.44110156,-34.62082399,102035.73876399,100936.73706899,AUTO
310,2018-0024,2018-02-28,2018,2,28.0,PEATON,PEATON,MASCULINO,70.0,2018-02-28,Miércoles,0 days,2018-0024,23:00:00,23.0,2.0,AVENIDA,-58.47087351,-34.57827342,99305.05235104,105657.19134383,CARGAS
311,2018-0025,2018-03-04,2018,3,4.0,PEATON,PEATON,MASCULINO,70.0,2018-03-05,Domingo,1 days,2018-0025,22:30:00,22.0,6.0,AVENIDA,-58.4596221,-34.6224514,100337.26455822,100756.41076314,AUTO
312,2018-0026,2018-03-09,2018,3,9.0,CONDUCTOR,MOVIL,MASCULINO,24.0,2018-03-09,Viernes,0 days,2018-0026,04:45:00,4.0,4.0,AVENIDA,-58.41657793,-34.65476216,104283.01090451,97171.08656182,CARGAS
313,2018-0026,2018-03-09,2018,3,9.0,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30.0,2018-03-09,Viernes,0 days,2018-0026,04:45:00,4.0,4.0,AVENIDA,-58.41657793,-34.65476216,104283.01090451,97171.08656182,CARGAS
314,2018-0027,2018-03-11,2018,3,11.0,PEATON,PEATON,FEMENINO,74.0,2018-03-11,Domingo,0 days,2018-0027,23:00:00,23.0,6.0,CALLE,-58.41911301,-34.63722107,104051.46146857,99117.09528964,MOTO
315,2018-0028,2018-03-13,2018,3,13.0,PEATON,PEATON,MASCULINO,71.0,2018-03-13,Martes,0 days,2018-0028,15:45:00,15.0,1.0,AVENIDA,-58.47120586,-34.64251042,99275.15851476,98531.15835355,CARGAS
316,2018-0029,2018-03-15,2018,3,15.0,CONDUCTOR,MOTO,MASCULINO,26.0,2018-03-15,Jueves,0 days,2018-0029,18:00:00,18.0,3.0,AVENIDA,-58.47418944,-34.62049672,99001.33520474,100973.19474422,AUTO
317,2018-0030,2018-03-20,2018,3,20.0,CONDUCTOR,MOTO,MASCULINO,24.0,2018-03-20,Martes,0 days,2018-0030,01:30:00,1.0,1.0,AVENIDA,-58.46720441,-34.57905579,99641.7105566,105570.42188351,MOTO
318,2018-0031,2018-03-28,2018,3,28.0,CONDUCTOR,MOTO,MASCULINO,31.0,2018-03-28,Miércoles,0 days,2018-0031,10:15:00,10.0,2.0,AVENIDA,-58.46909362,-34.6177971,99468.64184992,101272.71412938,CARGAS
319,2018-0032,2018-04-02,2018,4,2.0,PEATON,PEATON,MASCULINO,70.0,2018-04-02,Lunes,0 days,2018-0032,13:00:00,13.0,0.0,AVENIDA,-58.44704343,-34.5688864,101491.71965442,106698.43843791,PASAJEROS
320,2018-0033,2018-04-07,2018,4,7.0,CONDUCTOR,MOTO,FEMENINO,42.0,2018-04-10,Sábado,3 days,2018-0033,7:30:00,7.0,5.0,AVENIDA,-58.50535541,-34.62902048,96143.57848535,100026.8555845,CARGAS
321,2018-0034,2018-04-11,2018,4,11.0,PEATON,PEATON,MASCULINO,24.0,2018-04-11,Miércoles,0 days,2018-0034,18:15:00,18.0,2.0,AVENIDA,-58.40021675,-34.59522198,105786.93203839,103775.29320399,PASAJEROS
322,2018-0035,2018-04-12,2018,4,12.0,PEATON,PEATON,FEMENINO,39.0,2018-04-12,Jueves,0 days,2018-0035,16:45:00,16.0,3.0,AVENIDA,-58.46325991,-34.62919627,100003.66169818,100008.18099088,PASAJEROS
323,2018-0036,2018-04-13,2018,4,13.0,CONDUCTOR,MOTO,MASCULINO,37.0,2018-04-15,Viernes,2 days,2018-0036,23:15:00,23.0,4.0,AVENIDA,-58.49471482,-34.59694755,97118.17245497,103585.17867883,AUTO
324,2018-0037,2018-04-18,2018,4,18.0,PEATON,PEATON,MASCULINO,84.0,2018-04-19,Miércoles,1 days,2018-0037,18:45:00,18.0,2.0,AVENIDA,-58.3987261,-34.59975962,105923.35790409,103271.83194351,CARGAS
325,2018-0038,2018-04-20,2018,4,20.0,PEATON,PEATON,FEMENINO,59.0,2018-04-20,Viernes,0 days,2018-0038,17:10:00,17.0,4.0,AVENIDA,-58.38872177,-34.60885045,106840.31999667,102262.72809661,AUTO
326,2018-0038,2018-04-20,2018,4,20.0,PEATON,PEATON,MASCULINO,61.0,2018-04-20,Viernes,0 days,2018-0038,17:10:00,17.0,4.0,AVENIDA,-58.38872177,-34.60885045,106840.31999667,102262.72809661,AUTO
327,2018-0039,2018-04-21,2018,4,21.0,PEATON,PEATON,MASCULINO,37.0,2018-04-21,Sábado,0 days,,,,,,,,,,
328,2018-0040,2018-04-27,2018,4,27.0,PEATON,PEATON,FEMENINO,,2018-04-27,Viernes,0 days,2018-0040,11:00:00,11.0,4.0,CALLE,-58.45686132,-34.57305993,100590.76036525,106235.55299971,CARGAS
